shot,seed,method,display_name,true_class,pred_class,count,row_normalized
16,42,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,bridge,130.0,0.027583280288563546
16,42,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,harbor,0.0,0.0
16,42,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,storagetank,3004.0,0.6373859537449608
16,43,baseline_cnn,CNN Baseline,vehicle,vehicle,0.0,0.0
16,43,baseline_cnn,CNN Baseline,vehicle,bridge,3670.0,0.586730615507594
16,43,baseline_cnn,CNN Baseline,vehicle,harbor,0.0,0.0
16,43,baseline_cnn,CNN Baseline,vehicle,storagetank,2585.0,0.4132693844924061
16,43,baseline_cnn,CNN Baseline,bridge,vehicle,0.0,0.0
16,43,baseline_cnn,CNN Baseline,bridge,bridge,543.0,0.6589805825242718
16,43,baseline_cnn,CNN Baseline,bridge,harbor,0.0,0.0
16,43,baseline_cnn,CNN Baseline,bridge,storagetank,281.0,0.34101941747572817
16,43,baseline_cnn,CNN Baseline,harbor,vehicle,0.0,0.0
16,43,baseline_cnn,CNN Baseline,harbor,bridge,966.0,0.8023255813953488
16,43,baseline_cnn,CNN Baseline,harbor,harbor,0.0,0.0
16,43,baseline_cnn,CNN Baseline,harbor,storagetank,238.0,0.19767441860465115
16,43,baseline_cnn,CNN Baseline,storagetank,vehicle,0.0,0.0
16,43,baseline_cnn,CNN Baseline,storagetank,bridge,253.0,0.05368130702312752
16,43,baseline_cnn,CNN Baseline,storagetank,harbor,0.0,0.0
16,43,baseline_cnn,CNN Baseline,storagetank,storagetank,4460.0,0.9463186929768724
16,43,hybrid_control,Classical Control,vehicle,vehicle,0.0,0.0
16,43,hybrid_control,Classical Control,vehicle,bridge,4665.0,0.7458033573141487
16,43,hybrid_control,Classical Control,vehicle,harbor,0.0,0.0
16,43,hybrid_control,Classical Control,vehicle,storagetank,1590.0,0.2541966426858513
16,43,hybrid_control,Classical Control,bridge,vehicle,0.0,0.0
16,43,hybrid_control,Classical Control,bridge,bridge,710.0,0.8616504854368932
16,43,hybrid_control,Classical Control,bridge,harbor,0.0,0.0
16,43,hybrid_control,Classical Control,bridge,storagetank,114.0,0.1383495145631068
16,43,hybrid_control,Classical Control,harbor,vehicle,0.0,0.0
16,43,hybrid_control,Classical Control,harbor,bridge,1056.0,0.8770764119601329
16,43,hybrid_control,Classical Control,harbor,harbor,0.0,0.0
16,43,hybrid_control,Classical Control,harbor,storagetank,148.0,0.12292358803986711
16,43,hybrid_control,Classical Control,storagetank,vehicle,0.0,0.0
16,43,hybrid_control,Classical Control,storagetank,bridge,697.0,0.14788881816252916
16,43,hybrid_control,Classical Control,storagetank,harbor,0.0,0.0
16,43,hybrid_control,Classical Control,storagetank,storagetank,4016.0,0.8521111818374708
16,43,hybrid_no_entanglement,QNN No-Ent,vehicle,vehicle,354.0,0.056594724220623505
16,43,hybrid_no_entanglement,QNN No-Ent,vehicle,bridge,2309.0,0.36914468425259794
16,43,hybrid_no_entanglement,QNN No-Ent,vehicle,harbor,113.0,0.01806554756195044
16,43,hybrid_no_entanglement,QNN No-Ent,vehicle,storagetank,3479.0,0.5561950439648281
16,43,hybrid_no_entanglement,QNN No-Ent,bridge,vehicle,1.0,0.0012135922330097086
16,43,hybrid_no_entanglement,QNN No-Ent,bridge,bridge,420.0,0.5097087378640777
16,43,hybrid_no_entanglement,QNN No-Ent,bridge,harbor,66.0,0.08009708737864078
16,43,hybrid_no_entanglement,QNN No-Ent,bridge,storagetank,337.0,0.40898058252427183
16,43,hybrid_no_entanglement,QNN No-Ent,harbor,vehicle,3.0,0.0024916943521594683
16,43,hybrid_no_entanglement,QNN No-Ent,harbor,bridge,239.0,0.19850498338870431
16,43,hybrid_no_entanglement,QNN No-Ent,harbor,harbor,907.0,0.7533222591362126
16,43,hybrid_no_entanglement,QNN No-Ent,harbor,storagetank,55.0,0.04568106312292359
16,43,hybrid_no_entanglement,QNN No-Ent,storagetank,vehicle,10.0,0.0021217907914279654
16,43,hybrid_no_entanglement,QNN No-Ent,storagetank,bridge,136.0,0.028856354763420328
16,43,hybrid_no_entanglement,QNN No-Ent,storagetank,harbor,11.0,0.0023339698705707617
16,43,hybrid_no_entanglement,QNN No-Ent,storagetank,storagetank,4556.0,0.966687884574581
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,vehicle,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,bridge,4233.0,0.6767386091127098
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,harbor,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,storagetank,2022.0,0.32326139088729017
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,vehicle,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,bridge,664.0,0.8058252427184466
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,harbor,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,storagetank,160.0,0.1941747572815534
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,vehicle,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,bridge,824.0,0.6843853820598007
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,harbor,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,storagetank,380.0,0.31561461794019935
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,vehicle,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,bridge,578.0,0.12263950774453639
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,harbor,0.0,0.0
16,43,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,storagetank,4135.0,0.8773604922554636
16,44,baseline_cnn,CNN Baseline,vehicle,vehicle,2768.0,0.4425259792166267
16,44,baseline_cnn,CNN Baseline,vehicle,bridge,835.0,0.1334932054356515
16,44,baseline_cnn,CNN Baseline,vehicle,harbor,0.0,0.0
16,44,baseline_cnn,CNN Baseline,vehicle,storagetank,2652.0,0.4239808153477218
16,44,baseline_cnn,CNN Baseline,bridge,vehicle,127.0,0.154126213592233
16,44,baseline_cnn,CNN Baseline,bridge,bridge,441.0,0.5351941747572816
16,44,baseline_cnn,CNN Baseline,bridge,harbor,0.0,0.0
16,44,baseline_cnn,CNN Baseline,bridge,storagetank,256.0,0.3106796116504854
16,44,baseline_cnn,CNN Baseline,harbor,vehicle,720.0,0.5980066445182725
16,44,baseline_cnn,CNN Baseline,harbor,bridge,331.0,0.2749169435215947
16,44,baseline_cnn,CNN Baseline,harbor,harbor,0.0,0.0
16,44,baseline_cnn,CNN Baseline,harbor,storagetank,153.0,0.1270764119601329
16,44,baseline_cnn,CNN Baseline,storagetank,vehicle,98.0,0.02079354975599406
16,44,baseline_cnn,CNN Baseline,storagetank,bridge,152.0,0.03225122002970507
16,44,baseline_cnn,CNN Baseline,storagetank,harbor,0.0,0.0
16,44,baseline_cnn,CNN Baseline,storagetank,storagetank,4463.0,0.9469552302143008
16,44,hybrid_control,Classical Control,vehicle,vehicle,5113.0,0.8174260591526779
16,44,hybrid_control,Classical Control,vehicle,bridge,290.0,0.04636290967226219
16,44,hybrid_control,Classical Control,vehicle,harbor,0.0,0.0
16,44,hybrid_control,Classical Control,vehicle,storagetank,852.0,0.13621103117505995
16,44,hybrid_control,Classical Control,bridge,vehicle,692.0,0.8398058252427184
16,44,hybrid_control,Classical Control,bridge,bridge,114.0,0.1383495145631068
16,44,hybrid_control,Classical Control,bridge,harbor,0.0,0.0
16,44,hybrid_control,Classical Control,bridge,storagetank,18.0,0.021844660194174758
16,44,hybrid_control,Classical Control,harbor,vehicle,1170.0,0.9717607973421927
16,44,hybrid_control,Classical Control,harbor,bridge,15.0,0.012458471760797342
16,44,hybrid_control,Classical Control,harbor,harbor,0.0,0.0
16,44,hybrid_control,Classical Control,harbor,storagetank,19.0,0.015780730897009966
16,44,hybrid_control,Classical Control,storagetank,vehicle,1111.0,0.23573095692764692
16,44,hybrid_control,Classical Control,storagetank,bridge,563.0,0.11945682155739444
16,44,hybrid_control,Classical Control,storagetank,harbor,0.0,0.0
16,44,hybrid_control,Classical Control,storagetank,storagetank,3039.0,0.6448122215149587
16,44,hybrid_no_entanglement,QNN No-Ent,vehicle,vehicle,4293.0,0.6863309352517986
16,44,hybrid_no_entanglement,QNN No-Ent,vehicle,bridge,51.0,0.00815347721822542
16,44,hybrid_no_entanglement,QNN No-Ent,vehicle,harbor,73.0,0.01167066346922462
16,44,hybrid_no_entanglement,QNN No-Ent,vehicle,storagetank,1838.0,0.2938449240607514
16,44,hybrid_no_entanglement,QNN No-Ent,bridge,vehicle,215.0,0.2609223300970874
16,44,hybrid_no_entanglement,QNN No-Ent,bridge,bridge,210.0,0.25485436893203883
16,44,hybrid_no_entanglement,QNN No-Ent,bridge,harbor,163.0,0.19781553398058252
16,44,hybrid_no_entanglement,QNN No-Ent,bridge,storagetank,236.0,0.28640776699029125
16,44,hybrid_no_entanglement,QNN No-Ent,harbor,vehicle,109.0,0.09053156146179402
16,44,hybrid_no_entanglement,QNN No-Ent,harbor,bridge,78.0,0.06478405315614617
16,44,hybrid_no_entanglement,QNN No-Ent,harbor,harbor,999.0,0.829734219269103
16,44,hybrid_no_entanglement,QNN No-Ent,harbor,storagetank,18.0,0.014950166112956811
16,44,hybrid_no_entanglement,QNN No-Ent,storagetank,vehicle,242.0,0.05134733715255676
16,44,hybrid_no_entanglement,QNN No-Ent,storagetank,bridge,29.0,0.0061531932951410994
16,44,hybrid_no_entanglement,QNN No-Ent,storagetank,harbor,57.0,0.0120942075111394
16,44,hybrid_no_entanglement,QNN No-Ent,storagetank,storagetank,4385.0,0.9304052620411627
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,vehicle,2819.0,0.45067945643485213
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,bridge,1233.0,0.1971223021582734
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,harbor,0.0,0.0
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,storagetank,2203.0,0.3521982414068745
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,vehicle,173.0,0.2099514563106796
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,bridge,470.0,0.5703883495145631
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,harbor,0.0,0.0
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,storagetank,181.0,0.2196601941747573
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,vehicle,792.0,0.6578073089700996
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,bridge,305.0,0.25332225913621265
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,harbor,0.0,0.0
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,storagetank,107.0,0.0888704318936877
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,vehicle,109.0,0.02312751962656482
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,bridge,253.0,0.05368130702312752
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,harbor,0.0,0.0
16,44,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,storagetank,4351.0,0.9231911733503076
16,45,baseline_cnn,CNN Baseline,vehicle,vehicle,0.0,0.0
16,45,baseline_cnn,CNN Baseline,vehicle,bridge,5049.0,0.8071942446043165
16,45,baseline_cnn,CNN Baseline,vehicle,harbor,0.0,0.0
16,45,baseline_cnn,CNN Baseline,vehicle,storagetank,1206.0,0.19280575539568345
16,45,baseline_cnn,CNN Baseline,bridge,vehicle,0.0,0.0
16,45,baseline_cnn,CNN Baseline,bridge,bridge,747.0,0.9065533980582524
16,45,baseline_cnn,CNN Baseline,bridge,harbor,0.0,0.0
16,45,baseline_cnn,CNN Baseline,bridge,storagetank,77.0,0.09344660194174757
16,45,baseline_cnn,CNN Baseline,harbor,vehicle,0.0,0.0
16,45,baseline_cnn,CNN Baseline,harbor,bridge,1152.0,0.9568106312292359
16,45,baseline_cnn,CNN Baseline,harbor,harbor,0.0,0.0
16,45,baseline_cnn,CNN Baseline,harbor,storagetank,52.0,0.04318936877076412
16,45,baseline_cnn,CNN Baseline,storagetank,vehicle,0.0,0.0
16,45,baseline_cnn,CNN Baseline,storagetank,bridge,1003.0,0.21281561638022492
16,45,baseline_cnn,CNN Baseline,storagetank,harbor,0.0,0.0
16,45,baseline_cnn,CNN Baseline,storagetank,storagetank,3710.0,0.787184383619775
16,45,hybrid_control,Classical Control,vehicle,vehicle,1359.0,0.21726618705035972
16,45,hybrid_control,Classical Control,vehicle,bridge,4378.0,0.6999200639488409
16,45,hybrid_control,Classical Control,vehicle,harbor,0.0,0.0
16,45,hybrid_control,Classical Control,vehicle,storagetank,518.0,0.08281374900079937
16,45,hybrid_control,Classical Control,bridge,vehicle,144.0,0.17475728155339806
16,45,hybrid_control,Classical Control,bridge,bridge,666.0,0.808252427184466
16,45,hybrid_control,Classical Control,bridge,harbor,0.0,0.0
16,45,hybrid_control,Classical Control,bridge,storagetank,14.0,0.01699029126213592
16,45,hybrid_control,Classical Control,harbor,vehicle,216.0,0.17940199335548174
16,45,hybrid_control,Classical Control,harbor,bridge,985.0,0.8181063122923588
16,45,hybrid_control,Classical Control,harbor,harbor,0.0,0.0
16,45,hybrid_control,Classical Control,harbor,storagetank,3.0,0.0024916943521594683
16,45,hybrid_control,Classical Control,storagetank,vehicle,1768.0,0.37513261192446423
16,45,hybrid_control,Classical Control,storagetank,bridge,567.0,0.12030553787396563
16,45,hybrid_control,Classical Control,storagetank,harbor,0.0,0.0
16,45,hybrid_control,Classical Control,storagetank,storagetank,2378.0,0.5045618502015701
16,45,hybrid_no_entanglement,QNN No-Ent,vehicle,vehicle,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,vehicle,bridge,4990.0,0.7977617905675459
16,45,hybrid_no_entanglement,QNN No-Ent,vehicle,harbor,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,vehicle,storagetank,1265.0,0.20223820943245405
16,45,hybrid_no_entanglement,QNN No-Ent,bridge,vehicle,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,bridge,bridge,737.0,0.8944174757281553
16,45,hybrid_no_entanglement,QNN No-Ent,bridge,harbor,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,bridge,storagetank,87.0,0.10558252427184465
16,45,hybrid_no_entanglement,QNN No-Ent,harbor,vehicle,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,harbor,bridge,1150.0,0.9551495016611296
16,45,hybrid_no_entanglement,QNN No-Ent,harbor,harbor,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,harbor,storagetank,54.0,0.044850498338870434
16,45,hybrid_no_entanglement,QNN No-Ent,storagetank,vehicle,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,storagetank,bridge,888.0,0.1884150222788033
16,45,hybrid_no_entanglement,QNN No-Ent,storagetank,harbor,0.0,0.0
16,45,hybrid_no_entanglement,QNN No-Ent,storagetank,storagetank,3825.0,0.8115849777211966
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,vehicle,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,bridge,5627.0,0.8996003197442046
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,harbor,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,storagetank,628.0,0.10039968025579536
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,vehicle,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,bridge,807.0,0.9793689320388349
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,harbor,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,storagetank,17.0,0.02063106796116505
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,vehicle,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,bridge,1193.0,0.9908637873754153
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,harbor,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,storagetank,11.0,0.009136212624584718
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,vehicle,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,bridge,2097.0,0.4449395289624443
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,harbor,0.0,0.0
16,45,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,storagetank,storagetank,2616.0,0.5550604710375557
16,46,baseline_cnn,CNN Baseline,vehicle,vehicle,4152.0,0.6637889688249401
16,46,baseline_cnn,CNN Baseline,vehicle,bridge,1996.0,0.31910471622701836
16,46,baseline_cnn,CNN Baseline,vehicle,harbor,0.0,0.0
16,46,baseline_cnn,CNN Baseline,vehicle,storagetank,107.0,0.017106314948041566
16,46,baseline_cnn,CNN Baseline,bridge,vehicle,353.0,0.42839805825242716
16,46,baseline_cnn,CNN Baseline,bridge,bridge,471.0,0.5716019417475728
16,46,baseline_cnn,CNN Baseline,bridge,harbor,0.0,0.0
16,46,baseline_cnn,CNN Baseline,bridge,storagetank,0.0,0.0
16,46,baseline_cnn,CNN Baseline,harbor,vehicle,615.0,0.510797342192691
16,46,baseline_cnn,CNN Baseline,harbor,bridge,589.0,0.489202657807309
16,46,baseline_cnn,CNN Baseline,harbor,harbor,0.0,0.0
16,46,baseline_cnn,CNN Baseline,harbor,storagetank,0.0,0.0
16,46,baseline_cnn,CNN Baseline,storagetank,vehicle,3414.0,0.7243793761935073
16,46,baseline_cnn,CNN Baseline,storagetank,bridge,609.0,0.12921705919796309
16,46,baseline_cnn,CNN Baseline,storagetank,harbor,0.0,0.0
16,46,baseline_cnn,CNN Baseline,storagetank,storagetank,690.0,0.1464035646085296
16,46,hybrid_control,Classical Control,vehicle,vehicle,3624.0,0.5793764988009592
16,46,hybrid_control,Classical Control,vehicle,bridge,968.0,0.15475619504396482
16,46,hybrid_control,Classical Control,vehicle,harbor,1.0,0.0001598721023181455
16,46,hybrid_control,Classical Control,vehicle,storagetank,1662.0,0.2657074340527578
16,46,hybrid_control,Classical Control,bridge,vehicle,392.0,0.47572815533980584
16,46,hybrid_control,Classical Control,bridge,bridge,318.0,0.3859223300970874
16,46,hybrid_control,Classical Control,bridge,harbor,12.0,0.014563106796116505
16,46,hybrid_control,Classical Control,bridge,storagetank,102.0,0.12378640776699029
16,46,hybrid_control,Classical Control,harbor,vehicle,82.0,0.0681063122923588
16,46,hybrid_control,Classical Control,harbor,bridge,405.0,0.33637873754152825
16,46,hybrid_control,Classical Control,harbor,harbor,671.0,0.5573089700996677
16,46,hybrid_control,Classical Control,harbor,storagetank,46.0,0.03820598006644518
16,46,hybrid_control,Classical Control,storagetank,vehicle,575.0,0.122002970507108
16,46,hybrid_control,Classical Control,storagetank,bridge,77.0,0.01633778909399533
16,46,hybrid_control,Classical Control,storagetank,harbor,1.0,0.0002121790791427965
16,46,hybrid_control,Classical Control,storagetank,storagetank,4060.0,0.8614470613197539
16,46,hybrid_no_entanglement,QNN No-Ent,vehicle,vehicle,3754.0,0.6001598721023181
16,46,hybrid_no_entanglement,QNN No-Ent,vehicle,bridge,778.0,0.12438049560351719
16,46,hybrid_no_entanglement,QNN No-Ent,vehicle,harbor,222.0,0.035491606714628296
16,46,hybrid_no_entanglement,QNN No-Ent,vehicle,storagetank,1501.0,0.23996802557953636
16,46,hybrid_no_entanglement,QNN No-Ent,bridge,vehicle,436.0,0.529126213592233
16,46,hybrid_no_entanglement,QNN No-Ent,bridge,bridge,135.0,0.1638349514563107
16,46,hybrid_no_entanglement,QNN No-Ent,bridge,harbor,161.0,0.1953883495145631
16,46,hybrid_no_entanglement,QNN No-Ent,bridge,storagetank,92.0,0.11165048543689321
16,46,hybrid_no_entanglement,QNN No-Ent,harbor,vehicle,91.0,0.0755813953488372
16,46,hybrid_no_entanglement,QNN No-Ent,harbor,bridge,90.0,0.07475083056478406
16,46,hybrid_no_entanglement,QNN No-Ent,harbor,harbor,1003.0,0.8330564784053156
16,46,hybrid_no_entanglement,QNN No-Ent,harbor,storagetank,20.0,0.016611295681063124
16,46,hybrid_no_entanglement,QNN No-Ent,storagetank,vehicle,514.0,0.10906004667939741
16,46,hybrid_no_entanglement,QNN No-Ent,storagetank,bridge,112.0,0.02376405686399321
16,46,hybrid_no_entanglement,QNN No-Ent,storagetank,harbor,46.0,0.00976023764056864
16,46,hybrid_no_entanglement,QNN No-Ent,storagetank,storagetank,4041.0,0.8574156588160408
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,vehicle,1565.0,0.2501998401278977
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,bridge,3305.0,0.5283772981614708
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,harbor,149.0,0.023820943245403677
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,storagetank,1236.0,0.19760191846522782
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,vehicle,124.0,0.15048543689320387
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,bridge,483.0,0.5861650485436893
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,harbor,139.0,0.16868932038834952
16,46,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,bridge,storagetank,78.0,0.09466019417475728
